,State,Month,Year,Unemployment Rate,Latitude,Longitude,Abbreviation
2545,Kansas,November,2015,3.6,39.011902,-98.484246,KS
2546,Kansas,October,2015,3.6,39.011902,-98.484246,KS
2547,Kansas,September,2015,3.6,39.011902,-98.484246,KS
2548,Kansas,August,2015,4.2,39.011902,-98.484246,KS
2549,Kansas,July,2015,4.7,39.011902,-98.484246,KS
2550,Kansas,June,2015,4.4,39.011902,-98.484246,KS
2551,Kansas,May,2015,4.3,39.011902,-98.484246,KS
2552,Kansas,April,2015,4.2,39.011902,-98.484246,KS
2553,Kansas,March,2015,4.4,39.011902,-98.484246,KS
2554,Kansas,February,2015,4.6,39.011902,-98.484246,KS
2555,Kansas,January,2015,4.7,39.011902,-98.484246,KS
2556,Kansas,December,2014,3.8,39.011902,-98.484246,KS
2557,Kansas,November,2014,3.9,39.011902,-98.484246,KS
2558,Kansas,October,2014,3.9,39.011902,-98.484246,KS
2559,Kansas,September,2014,4.1,39.011902,-98.484246,KS
2560,Kansas,August,2014,4.7,39.011902,-98.484246,KS
2561,Kansas,July,2014,5.1,39.011902,-98.484246,KS
2562,Kansas,June,2014,4.8,39.011902,-98.484246,KS
2563,Kansas,May,2014,4.5,39.011902,-98.484246,KS
2564,Kansas,April,2014,4.3,39.011902,-98.484246,KS
2565,Kansas,March,2014,4.9,39.011902,-98.484246,KS
2566,Kansas,February,2014,5.2,39.011902,-98.484246,KS
2567,Kansas,January,2014,5.1,39.011902,-98.484246,KS
2568,Kansas,December,2013,4.3,39.011902,-98.484246,KS
2569,Kansas,November,2013,4.6,39.011902,-98.484246,KS
2570,Kansas,October,2013,4.7,39.011902,-98.484246,KS
2571,Kansas,September,2013,4.9,39.011902,-98.484246,KS
2572,Kansas,August,2013,5.5,39.011902,-98.484246,KS
2573,Kansas,July,2013,5.9,39.011902,-98.484246,KS
2574,Kansas,June,2013,5.7,39.011902,-98.484246,KS
2575,Kansas,May,2013,5.3,39.011902,-98.484246,KS
2576,Kansas,April,2013,5.1,39.011902,-98.484246,KS
2577,Kansas,March,2013,5.6,39.011902,-98.484246,KS
2578,Kansas,February,2013,5.8,39.011902,-98.484246,KS
2579,Kansas,January,2013,6.1,39.011902,-98.484246,KS
2580,Kansas,December,2012,5.2,39.011902,-98.484246,KS
2581,Kansas,November,2012,5.1,39.011902,-98.484246,KS
2582,Kansas,October,2012,5.3,39.011902,-98.484246,KS
2583,Kansas,September,2012,5.2,39.011902,-98.484246,KS
2584,Kansas,August,2012,5.9,39.011902,-98.484246,KS
2585,Kansas,July,2012,6.2,39.011902,-98.484246,KS
2586,Kansas,June,2012,6,39.011902,-98.484246,KS
2587,Kansas,May,2012,5.6,39.011902,-98.484246,KS
2588,Kansas,April,2012,5.5,39.011902,-98.484246,KS
2589,Kansas,March,2012,6.1,39.011902,-98.484246,KS
2590,Kansas,February,2012,6.3,39.011902,-98.484246,KS
2591,Kansas,January,2012,6.4,39.011902,-98.484246,KS
2592,Kansas,December,2011,5.7,39.011902,-98.484246,KS
2593,Kansas,November,2011,5.7,39.011902,-98.484246,KS
2594,Kansas,October,2011,6,39.011902,-98.484246,KS
2595,Kansas,September,2011,6.2,39.011902,-98.484246,KS
2596,Kansas,August,2011,6.6,39.011902,-98.484246,KS
2597,Kansas,July,2011,6.8,39.011902,-98.484246,KS
2598,Kansas,June,2011,6.7,39.011902,-98.484246,KS
2599,Kansas,May,2011,6.4,39.011902,-98.484246,KS
2600,Kansas,April,2011,6.3,39.011902,-98.484246,KS
2601,Kansas,March,2011,6.9,39.011902,-98.484246,KS
2602,Kansas,February,2011,7.2,39.011902,-98.484246,KS
2603,Kansas,January,2011,7.4,39.011902,-98.484246,KS
2604,Kansas,December,2010,6.4,39.011902,-98.484246,KS
2605,Kansas,November,2010,6.7,39.011902,-98.484246,KS
2606,Kansas,October,2010,6.7,39.011902,-98.484246,KS
2607,Kansas,September,2010,6.8,39.011902,-98.484246,KS
2608,Kansas,August,2010,7.2,39.011902,-98.484246,KS
2609,Kansas,July,2010,7.4,39.011902,-98.484246,KS
2610,Kansas,June,2010,7.1,39.011902,-98.484246,KS
2611,Kansas,May,2010,6.8,39.011902,-98.484246,KS
2612,Kansas,April,2010,6.9,39.011902,-98.484246,KS
2613,Kansas,March,2010,7.5,39.011902,-98.484246,KS
2614,Kansas,February,2010,7.5,39.011902,-98.484246,KS
2615,Kansas,January,2010,7.7,39.011902,-98.484246,KS
2616,Kansas,December,2009,6.8,39.011902,-98.484246,KS
2617,Kansas,November,2009,6.6,39.011902,-98.484246,KS
2618,Kansas,October,2009,6.9,39.011902,-98.484246,KS
2619,Kansas,September,2009,7.2,39.011902,-98.484246,KS
2620,Kansas,August,2009,7.3,39.011902,-98.484246,KS
2621,Kansas,July,2009,7.9,39.011902,-98.484246,KS
2622,Kansas,June,2009,7.2,39.011902,-98.484246,KS
2623,Kansas,May,2009,6.9,39.011902,-98.484246,KS
2624,Kansas,April,2009,6.5,39.011902,-98.484246,KS
2625,Kansas,March,2009,6.5,39.011902,-98.484246,KS
2626,Kansas,February,2009,6.3,39.011902,-98.484246,KS
2627,Kansas,January,2009,6.2,39.011902,-98.484246,KS
2628,Kansas,December,2008,5,39.011902,-98.484246,KS
2629,Kansas,November,2008,4.8,39.011902,-98.484246,KS
2630,Kansas,October,2008,4.7,39.011902,-98.484246,KS
2631,Kansas,September,2008,4.7,39.011902,-98.484246,KS
2632,Kansas,August,2008,5,39.011902,-98.484246,KS
2633,Kansas,July,2008,4.9,39.011902,-98.484246,KS
2634,Kansas,June,2008,4.6,39.011902,-98.484246,KS
2635,Kansas,May,2008,4.3,39.011902,-98.484246,KS
2636,Kansas,April,2008,3.8,39.011902,-98.484246,KS
2637,Kansas,March,2008,4.4,39.011902,-98.484246,KS
2638,Kansas,February,2008,4.4,39.011902,-98.484246,KS
2639,Kansas,January,2008,4.6,39.011902,-98.484246,KS
2640,Kansas,December,2007,4.1,39.011902,-98.484246,KS
2641,Kansas,November,2007,4,39.011902,-98.484246,KS
2642,Kansas,October,2007,4.1,39.011902,-98.484246,KS
2643,Kansas,September,2007,4.2,39.011902,-98.484246,KS
2644,Kansas,August,2007,4.3,39.011902,-98.484246,KS
2645,Kansas,July,2007,4.6,39.011902,-98.484246,KS
2646,Kansas,June,2007,4.4,39.011902,-98.484246,KS
2647,Kansas,May,2007,4.1,39.011902,-98.484246,KS
2648,Kansas,April,2007,3.9,39.011902,-98.484246,KS
2649,Kansas,March,2007,4.3,39.011902,-98.484246,KS
2650,Kansas,February,2007,4.6,39.011902,-98.484246,KS
2651,Kansas,January,2007,4.6,39.011902,-98.484246,KS
2652,Kansas,March,2020,3.1,39.011902,-98.484246,KS
2653,Kansas,February,2020,3.3,39.011902,-98.484246,KS
2654,Kansas,January,2020,3.4,39.011902,-98.484246,KS
2655,Kansas,December,2019,2.9,39.011902,-98.484246,KS
2656,Kansas,November,2019,2.9,39.011902,-98.484246,KS
2657,Kansas,October,2019,2.8,39.011902,-98.484246,KS
2658,Kansas,September,2019,2.7,39.011902,-98.484246,KS
2659,Kansas,August,2019,3.4,39.011902,-98.484246,KS
2660,Kansas,July,2019,3.8,39.011902,-98.484246,KS
2661,Kansas,June,2019,3.3,39.011902,-98.484246,KS
2662,Kansas,May,2019,3,39.011902,-98.484246,KS
2663,Kansas,April,2019,2.8,39.011902,-98.484246,KS
2664,Kansas,March,2019,3.4,39.011902,-98.484246,KS
2665,Kansas,February,2019,3.5,39.011902,-98.484246,KS
2666,Kansas,January,2019,3.7,39.011902,-98.484246,KS
2667,Kansas,December,2018,3,39.011902,-98.484246,KS
2668,Kansas,November,2018,2.9,39.011902,-98.484246,KS
2669,Kansas,October,2018,2.9,39.011902,-98.484246,KS
2670,Kansas,September,2018,2.9,39.011902,-98.484246,KS
2671,Kansas,August,2018,3.4,39.011902,-98.484246,KS
2672,Kansas,July,2018,3.8,39.011902,-98.484246,KS
2673,Kansas,June,2018,3.5,39.011902,-98.484246,KS
2674,Kansas,May,2018,3.1,39.011902,-98.484246,KS
2675,Kansas,April,2018,3.1,39.011902,-98.484246,KS
2676,Kansas,March,2018,3.5,39.011902,-98.484246,KS
2677,Kansas,February,2018,3.7,39.011902,-98.484246,KS
2678,Kansas,January,2018,3.7,39.011902,-98.484246,KS
2679,Kansas,December,2017,3.1,39.011902,-98.484246,KS
2680,Kansas,November,2017,3.2,39.011902,-98.484246,KS
2681,Kansas,October,2017,3.1,39.011902,-98.484246,KS
2682,Kansas,September,2017,3.3,39.011902,-98.484246,KS
2683,Kansas,August,2017,4,39.011902,-98.484246,KS
2684,Kansas,July,2017,4.3,39.011902,-98.484246,KS
2685,Kansas,June,2017,3.8,39.011902,-98.484246,KS
2686,Kansas,May,2017,3.5,39.011902,-98.484246,KS
2687,Kansas,April,2017,3.5,39.011902,-98.484246,KS
2688,Kansas,March,2017,3.7,39.011902,-98.484246,KS
2689,Kansas,February,2017,4,39.011902,-98.484246,KS
2690,Kansas,January,2017,4.2,39.011902,-98.484246,KS
2691,Kansas,December,2016,3.6,39.011902,-98.484246,KS
2692,Kansas,November,2016,3.7,39.011902,-98.484246,KS
2693,Kansas,October,2016,3.8,39.011902,-98.484246,KS
2694,Kansas,September,2016,3.9,39.011902,-98.484246,KS
2695,Kansas,August,2016,4.4,39.011902,-98.484246,KS
2696,Kansas,July,2016,4.8,39.011902,-98.484246,KS
2697,Kansas,June,2016,4.3,39.011902,-98.484246,KS
2698,Kansas,May,2016,3.8,39.011902,-98.484246,KS
2699,Kansas,April,2016,3.8,39.011902,-98.484246,KS
2700,Kansas,March,2016,4.1,39.011902,-98.484246,KS
2701,Kansas,February,2016,4.2,39.011902,-98.484246,KS
2702,Kansas,January,2016,4.2,39.011902,-98.484246,KS
2703,Kentucky,December,2015,5,37.839333,-84.270018,KY
2704,Kentucky,November,2015,4.8,37.839333,-84.270018,KY
2705,Kentucky,October,2015,4.7,37.839333,-84.270018,KY
2706,Kentucky,September,2015,4.7,37.839333,-84.270018,KY
2707,Kentucky,August,2015,4.8,37.839333,-84.270018,KY
2708,Kentucky,July,2015,5.7,37.839333,-84.270018,KY
2709,Kentucky,June,2015,5.6,37.839333,-84.270018,KY
2710,Kentucky,May,2015,5.2,37.839333,-84.270018,KY
2711,Kentucky,April,2015,4.9,37.839333,-84.270018,KY
2712,Kentucky,March,2015,5.8,37.839333,-84.270018,KY
2713,Kentucky,February,2015,6,37.839333,-84.270018,KY
2714,Kentucky,January,2015,6.1,37.839333,-84.270018,KY
2715,Kentucky,December,2014,5,37.839333,-84.270018,KY
2716,Kentucky,November,2014,5.1,37.839333,-84.270018,KY
2717,Kentucky,October,2014,5.2,37.839333,-84.270018,KY
2718,Kentucky,September,2014,5.5,37.839333,-84.270018,KY
2719,Kentucky,August,2014,5.9,37.839333,-84.270018,KY
2720,Kentucky,July,2014,6.6,37.839333,-84.270018,KY
2721,Kentucky,June,2014,6.8,37.839333,-84.270018,KY
2722,Kentucky,May,2014,6.7,37.839333,-84.270018,KY
2723,Kentucky,April,2014,6.5,37.839333,-84.270018,KY
2724,Kentucky,March,2014,7.8,37.839333,-84.270018,KY
2725,Kentucky,February,2014,8.3,37.839333,-84.270018,KY
2726,Kentucky,January,2014,8.1,37.839333,-84.270018,KY
2727,Kentucky,December,2013,7.2,37.839333,-84.270018,KY
2728,Kentucky,November,2013,7.3,37.839333,-84.270018,KY
2729,Kentucky,October,2013,7.6,37.839333,-84.270018,KY
2730,Kentucky,September,2013,7.6,37.839333,-84.270018,KY
2731,Kentucky,August,2013,7.8,37.839333,-84.270018,KY
2732,Kentucky,July,2013,8.3,37.839333,-84.270018,KY
2733,Kentucky,June,2013,8.6,37.839333,-84.270018,KY
2734,Kentucky,May,2013,7.9,37.839333,-84.270018,KY
2735,Kentucky,April,2013,7.7,37.839333,-84.270018,KY
2736,Kentucky,March,2013,8.4,37.839333,-84.270018,KY
2737,Kentucky,February,2013,8.8,37.839333,-84.270018,KY
2738,Kentucky,January,2013,8.9,37.839333,-84.270018,KY
2739,Kentucky,December,2012,7.9,37.839333,-84.270018,KY
2740,Kentucky,November,2012,7.4,37.839333,-84.270018,KY
2741,Kentucky,October,2012,7.6,37.839333,-84.270018,KY
2742,Kentucky,September,2012,7.8,37.839333,-84.270018,KY
2743,Kentucky,August,2012,8.2,37.839333,-84.270018,KY
2744,Kentucky,July,2012,8.6,37.839333,-84.270018,KY
2745,Kentucky,June,2012,8.4,37.839333,-84.270018,KY
2746,Kentucky,May,2012,8,37.839333,-84.270018,KY
2747,Kentucky,April,2012,7.5,37.839333,-84.270018,KY
2748,Kentucky,March,2012,8.5,37.839333,-84.270018,KY
2749,Kentucky,February,2012,9,37.839333,-84.270018,KY
2750,Kentucky,January,2012,9,37.839333,-84.270018,KY
2751,Kentucky,December,2011,8.4,37.839333,-84.270018,KY
2752,Kentucky,November,2011,8.3,37.839333,-84.270018,KY
2753,Kentucky,October,2011,8.6,37.839333,-84.270018,KY
2754,Kentucky,September,2011,9.1,37.839333,-84.270018,KY
2755,Kentucky,August,2011,9.1,37.839333,-84.270018,KY
2756,Kentucky,July,2011,9.8,37.839333,-84.270018,KY
2757,Kentucky,June,2011,9.7,37.839333,-84.270018,KY
2758,Kentucky,May,2011,9.4,37.839333,-84.270018,KY
2759,Kentucky,April,2011,9.1,37.839333,-84.270018,KY
2760,Kentucky,March,2011,10,37.839333,-84.270018,KY
2761,Kentucky,February,2011,10.6,37.839333,-84.270018,KY
2762,Kentucky,January,2011,10.7,37.839333,-84.270018,KY
2763,Kentucky,December,2010,9.5,37.839333,-84.270018,KY
2764,Kentucky,November,2010,9.7,37.839333,-84.270018,KY
2765,Kentucky,October,2010,9.4,37.839333,-84.270018,KY
2766,Kentucky,September,2010,9.6,37.839333,-84.270018,KY
2767,Kentucky,August,2010,9.8,37.839333,-84.270018,KY
2768,Kentucky,July,2010,10.1,37.839333,-84.270018,KY
2769,Kentucky,June,2010,10,37.839333,-84.270018,KY
2770,Kentucky,May,2010,10,37.839333,-84.270018,KY
2771,Kentucky,April,2010,10,37.839333,-84.270018,KY
2772,Kentucky,March,2010,11,37.839333,-84.270018,KY
2773,Kentucky,February,2010,11.9,37.839333,-84.270018,KY
2774,Kentucky,January,2010,11.5,37.839333,-84.270018,KY
2775,Kentucky,December,2009,10.1,37.839333,-84.270018,KY
2776,Kentucky,November,2009,9.8,37.839333,-84.270018,KY
2777,Kentucky,October,2009,10,37.839333,-84.270018,KY
2778,Kentucky,September,2009,10.1,37.839333,-84.270018,KY
2779,Kentucky,August,2009,10.4,37.839333,-84.270018,KY
2780,Kentucky,July,2009,10.8,37.839333,-84.270018,KY
2781,Kentucky,June,2009,11,37.839333,-84.270018,KY
2782,Kentucky,May,2009,10.6,37.839333,-84.270018,KY
2783,Kentucky,April,2009,10,37.839333,-84.270018,KY
2784,Kentucky,March,2009,10.7,37.839333,-84.270018,KY
2785,Kentucky,February,2009,10.7,37.839333,-84.270018,KY
2786,Kentucky,January,2009,10,37.839333,-84.270018,KY
2787,Kentucky,December,2008,7.9,37.839333,-84.270018,KY
2788,Kentucky,November,2008,6.8,37.839333,-84.270018,KY
2789,Kentucky,October,2008,6.5,37.839333,-84.270018,KY
2790,Kentucky,September,2008,6.6,37.839333,-84.270018,KY
2791,Kentucky,August,2008,6.6,37.839333,-84.270018,KY
2792,Kentucky,July,2008,6.5,37.839333,-84.270018,KY
2793,Kentucky,June,2008,6.5,37.839333,-84.270018,KY
2794,Kentucky,May,2008,5.9,37.839333,-84.270018,KY
2795,Kentucky,April,2008,5.4,37.839333,-84.270018,KY
2796,Kentucky,March,2008,6.1,37.839333,-84.270018,KY
2797,Kentucky,February,2008,6.2,37.839333,-84.270018,KY
2798,Kentucky,January,2008,5.9,37.839333,-84.270018,KY
2799,Kentucky,December,2007,5.3,37.839333,-84.270018,KY
2800,Kentucky,November,2007,4.7,37.839333,-84.270018,KY
2801,Kentucky,October,2007,4.8,37.839333,-84.270018,KY
2802,Kentucky,September,2007,5,37.839333,-84.270018,KY
2803,Kentucky,August,2007,5,37.839333,-84.270018,KY
2804,Kentucky,July,2007,5.5,37.839333,-84.270018,KY
2805,Kentucky,June,2007,5.4,37.839333,-84.270018,KY
2806,Kentucky,May,2007,5.2,37.839333,-84.270018,KY
2807,Kentucky,April,2007,5.1,37.839333,-84.270018,KY
2808,Kentucky,March,2007,5.9,37.839333,-84.270018,KY
2809,Kentucky,February,2007,6.6,37.839333,-84.270018,KY
2810,Kentucky,January,2007,6.3,37.839333,-84.270018,KY
2811,Kentucky,March,2020,5.7,37.839333,-84.270018,KY
2812,Kentucky,February,2020,4.4,37.839333,-84.270018,KY
2813,Kentucky,January,2020,4.8,37.839333,-84.270018,KY
2814,Kentucky,December,2019,3.9,37.839333,-84.270018,KY
2815,Kentucky,November,2019,3.8,37.839333,-84.270018,KY
2816,Kentucky,October,2019,3.8,37.839333,-84.270018,KY
2817,Kentucky,September,2019,3.8,37.839333,-84.270018,KY
2818,Kentucky,August,2019,4.2,37.839333,-84.270018,KY
2819,Kentucky,July,2019,4.8,37.839333,-84.270018,KY
2820,Kentucky,June,2019,4.8,37.839333,-84.270018,KY
2821,Kentucky,May,2019,4.2,37.839333,-84.270018,KY
2822,Kentucky,April,2019,3.9,37.839333,-84.270018,KY
2823,Kentucky,March,2019,4.7,37.839333,-84.270018,KY
2824,Kentucky,February,2019,4.8,37.839333,-84.270018,KY
2825,Kentucky,January,2019,4.8,37.839333,-84.270018,KY
2826,Kentucky,December,2018,3.9,37.839333,-84.270018,KY
2827,Kentucky,November,2018,3.6,37.839333,-84.270018,KY
2828,Kentucky,October,2018,3.9,37.839333,-84.270018,KY
2829,Kentucky,September,2018,4.1,37.839333,-84.270018,KY
2830,Kentucky,August,2018,4.1,37.839333,-84.270018,KY
2831,Kentucky,July,2018,4.8,37.839333,-84.270018,KY
2832,Kentucky,June,2018,4.9,37.839333,-84.270018,KY
2833,Kentucky,May,2018,4.3,37.839333,-84.270018,KY
2834,Kentucky,April,2018,4.1,37.839333,-84.270018,KY
2835,Kentucky,March,2018,4.7,37.839333,-84.270018,KY
2836,Kentucky,February,2018,5,37.839333,-84.270018,KY
2837,Kentucky,January,2018,4.8,37.839333,-84.270018,KY
2838,Kentucky,December,2017,3.9,37.839333,-84.270018,KY
2839,Kentucky,November,2017,3.9,37.839333,-84.270018,KY
2840,Kentucky,October,2017,4.1,37.839333,-84.270018,KY
2841,Kentucky,September,2017,4.3,37.839333,-84.270018,KY
2842,Kentucky,August,2017,4.7,37.839333,-84.270018,KY
2843,Kentucky,July,2017,5.4,37.839333,-84.270018,KY
2844,Kentucky,June,2017,5.5,37.839333,-84.270018,KY
2845,Kentucky,May,2017,5,37.839333,-84.270018,KY
2846,Kentucky,April,2017,4.8,37.839333,-84.270018,KY
2847,Kentucky,March,2017,5.5,37.839333,-84.270018,KY
2848,Kentucky,February,2017,5.8,37.839333,-84.270018,KY
2849,Kentucky,January,2017,5.9,37.839333,-84.270018,KY
2850,Kentucky,December,2016,4.8,37.839333,-84.270018,KY
2851,Kentucky,November,2016,4.5,37.839333,-84.270018,KY
2852,Kentucky,October,2016,4.7,37.839333,-84.270018,KY
2853,Kentucky,September,2016,4.8,37.839333,-84.270018,KY
2854,Kentucky,August,2016,4.8,37.839333,-84.270018,KY
2855,Kentucky,July,2016,5.3,37.839333,-84.270018,KY
2856,Kentucky,June,2016,5.5,37.839333,-84.270018,KY
2857,Kentucky,May,2016,4.9,37.839333,-84.270018,KY
2858,Kentucky,April,2016,4.8,37.839333,-84.270018,KY
2859,Kentucky,March,2016,5.6,37.839333,-84.270018,KY
2860,Kentucky,February,2016,5.9,37.839333,-84.270018,KY
2861,Kentucky,January,2016,5.8,37.839333,-84.270018,KY
2862,Louisiana,December,2015,5.5,31.244823,-92.145024,LA
2863,Louisiana,November,2015,5.7,31.244823,-92.145024,LA
2864,Louisiana,October,2015,6,31.244823,-92.145024,LA
2865,Louisiana,September,2015,6.1,31.244823,-92.145024,LA
2866,Louisiana,August,2015,6.4,31.244823,-92.145024,LA
2867,Louisiana,July,2015,6.8,31.244823,-92.145024,LA
2868,Louisiana,June,2015,7.1,31.244823,-92.145024,LA
2869,Louisiana,May,2015,6.4,31.244823,-92.145024,LA
2870,Louisiana,April,2015,6,31.244823,-92.145024,LA
2871,Louisiana,March,2015,6.3,31.244823,-92.145024,LA
2872,Louisiana,February,2015,6.4,31.244823,-92.145024,LA
2873,Louisiana,January,2015,7.2,31.244823,-92.145024,LA
2874,Louisiana,December,2014,6.3,31.244823,-92.145024,LA
2875,Louisiana,November,2014,6.7,31.244823,-92.145024,LA
2876,Louisiana,October,2014,6.7,31.244823,-92.145024,LA
2877,Louisiana,September,2014,6.9,31.244823,-92.145024,LA
2878,Louisiana,August,2014,7.4,31.244823,-92.145024,LA
2879,Louisiana,July,2014,7.3,31.244823,-92.145024,LA
2880,Louisiana,June,2014,7,31.244823,-92.145024,LA
2881,Louisiana,May,2014,6,31.244823,-92.145024,LA
2882,Louisiana,April,2014,5.2,31.244823,-92.145024,LA
2883,Louisiana,March,2014,5.7,31.244823,-92.145024,LA
2884,Louisiana,February,2014,5.4,31.244823,-92.145024,LA
2885,Louisiana,January,2014,5.8,31.244823,-92.145024,LA
2886,Louisiana,December,2013,5.1,31.244823,-92.145024,LA
2887,Louisiana,November,2013,5.5,31.244823,-92.145024,LA
2888,Louisiana,October,2013,6.1,31.244823,-92.145024,LA
2889,Louisiana,September,2013,6.5,31.244823,-92.145024,LA
2890,Louisiana,August,2013,7,31.244823,-92.145024,LA
2891,Louisiana,July,2013,7.4,31.244823,-92.145024,LA
2892,Louisiana,June,2013,7.9,31.244823,-92.145024,LA
2893,Louisiana,May,2013,6.9,31.244823,-92.145024,LA
2894,Louisiana,April,2013,6.5,31.244823,-92.145024,LA
2895,Louisiana,March,2013,6.8,31.244823,-92.145024,LA
2896,Louisiana,February,2013,6.9,31.244823,-92.145024,LA
2897,Louisiana,January,2013,8,31.244823,-92.145024,LA
2898,Louisiana,December,2012,6.4,31.244823,-92.145024,LA
2899,Louisiana,November,2012,5.9,31.244823,-92.145024,LA
2900,Louisiana,October,2012,6.4,31.244823,-92.145024,LA
2901,Louisiana,September,2012,6.6,31.244823,-92.145024,LA
2902,Louisiana,August,2012,7.3,31.244823,-92.145024,LA
2903,Louisiana,July,2012,7.8,31.244823,-92.145024,LA
2904,Louisiana,June,2012,8.2,31.244823,-92.145024,LA
2905,Louisiana,May,2012,7.2,31.244823,-92.145024,LA
2906,Louisiana,April,2012,6.6,31.244823,-92.145024,LA
2907,Louisiana,March,2012,7.2,31.244823,-92.145024,LA
2908,Louisiana,February,2012,7.3,31.244823,-92.145024,LA
2909,Louisiana,January,2012,8,31.244823,-92.145024,LA
2910,Louisiana,December,2011,7,31.244823,-92.145024,LA
2911,Louisiana,November,2011,6.9,31.244823,-92.145024,LA
2912,Louisiana,October,2011,7.5,31.244823,-92.145024,LA
2913,Louisiana,September,2011,7.7,31.244823,-92.145024,LA
2914,Louisiana,August,2011,8.1,31.244823,-92.145024,LA
2915,Louisiana,July,2011,8.2,31.244823,-92.145024,LA
2916,Louisiana,June,2011,8.7,31.244823,-92.145024,LA
2917,Louisiana,May,2011,7.7,31.244823,-92.145024,LA
2918,Louisiana,April,2011,7.4,31.244823,-92.145024,LA
2919,Louisiana,March,2011,7.8,31.244823,-92.145024,LA
2920,Louisiana,February,2011,7.9,31.244823,-92.145024,LA
2921,Louisiana,January,2011,8.8,31.244823,-92.145024,LA
2922,Louisiana,December,2010,7.9,31.244823,-92.145024,LA
2923,Louisiana,November,2010,8.1,31.244823,-92.145024,LA
2924,Louisiana,October,2010,8.1,31.244823,-92.145024,LA
2925,Louisiana,September,2010,8.2,31.244823,-92.145024,LA
2926,Louisiana,August,2010,8.7,31.244823,-92.145024,LA
2927,Louisiana,July,2010,8.4,31.244823,-92.145024,LA
2928,Louisiana,June,2010,8.6,31.244823,-92.145024,LA
2929,Louisiana,May,2010,7.6,31.244823,-92.145024,LA
2930,Louisiana,April,2010,7.1,31.244823,-92.145024,LA
2931,Louisiana,March,2010,7.3,31.244823,-92.145024,LA
2932,Louisiana,February,2010,7.2,31.244823,-92.145024,LA
2933,Louisiana,January,2010,8.2,31.244823,-92.145024,LA
2934,Louisiana,December,2009,7,31.244823,-92.145024,LA
2935,Louisiana,November,2009,6.7,31.244823,-92.145024,LA
2936,Louisiana,October,2009,7,31.244823,-92.145024,LA
2937,Louisiana,September,2009,7.1,31.244823,-92.145024,LA
2938,Louisiana,August,2009,7.4,31.244823,-92.145024,LA
2939,Louisiana,July,2009,7.5,31.244823,-92.145024,LA
2940,Louisiana,June,2009,7.8,31.244823,-92.145024,LA
2941,Louisiana,May,2009,6.5,31.244823,-92.145024,LA
2942,Louisiana,April,2009,5.8,31.244823,-92.145024,LA
2943,Louisiana,March,2009,6.2,31.244823,-92.145024,LA
2944,Louisiana,February,2009,6.1,31.244823,-92.145024,LA
2945,Louisiana,January,2009,6.7,31.244823,-92.145024,LA
2946,Louisiana,December,2008,5.5,31.244823,-92.145024,LA
2947,Louisiana,November,2008,5.3,31.244823,-92.145024,LA
2948,Louisiana,October,2008,5.4,31.244823,-92.145024,LA
2949,Louisiana,September,2008,5.7,31.244823,-92.145024,LA
2950,Louisiana,August,2008,5.5,31.244823,-92.145024,LA
2951,Louisiana,July,2008,5.2,31.244823,-92.145024,LA
2952,Louisiana,June,2008,5.4,31.244823,-92.145024,LA
2953,Louisiana,May,2008,4.3,31.244823,-92.145024,LA
2954,Louisiana,April,2008,3.6,31.244823,-92.145024,LA
2955,Louisiana,March,2008,4.2,31.244823,-92.145024,LA
2956,Louisiana,February,2008,3.9,31.244823,-92.145024,LA
2957,Louisiana,January,2008,4.8,31.244823,-92.145024,LA
2958,Louisiana,December,2007,4.1,31.244823,-92.145024,LA
2959,Louisiana,November,2007,3.7,31.244823,-92.145024,LA
2960,Louisiana,October,2007,3.8,31.244823,-92.145024,LA
2961,Louisiana,September,2007,4.1,31.244823,-92.145024,LA
2962,Louisiana,August,2007,4.4,31.244823,-92.145024,LA
2963,Louisiana,July,2007,4.7,31.244823,-92.145024,LA
2964,Louisiana,June,2007,5.1,31.244823,-92.145024,LA
2965,Louisiana,May,2007,4.2,31.244823,-92.145024,LA
2966,Louisiana,April,2007,4,31.244823,-92.145024,LA
2967,Louisiana,March,2007,4.1,31.244823,-92.145024,LA
2968,Louisiana,February,2007,4,31.244823,-92.145024,LA
2969,Louisiana,January,2007,4.9,31.244823,-92.145024,LA
2970,Louisiana,March,2020,6.1,31.244823,-92.145024,LA
2971,Louisiana,February,2020,4.3,31.244823,-92.145024,LA
2972,Louisiana,January,2020,5.7,31.244823,-92.145024,LA
2973,Louisiana,December,2019,4.9,31.244823,-92.145024,LA
2974,Louisiana,November,2019,5,31.244823,-92.145024,LA
2975,Louisiana,October,2019,5,31.244823,-92.145024,LA
2976,Louisiana,September,2019,5,31.244823,-92.145024,LA
2977,Louisiana,August,2019,5.4,31.244823,-92.145024,LA
2978,Louisiana,July,2019,5.5,31.244823,-92.145024,LA
2979,Louisiana,June,2019,5.6,31.244823,-92.145024,LA
2980,Louisiana,May,2019,4.3,31.244823,-92.145024,LA
2981,Louisiana,April,2019,3.8,31.244823,-92.145024,LA
2982,Louisiana,March,2019,4.1,31.244823,-92.145024,LA
2983,Louisiana,February,2019,4.2,31.244823,-92.145024,LA
2984,Louisiana,January,2019,5.2,31.244823,-92.145024,LA
2985,Louisiana,December,2018,4.3,31.244823,-92.145024,LA
2986,Louisiana,November,2018,4.3,31.244823,-92.145024,LA
2987,Louisiana,October,2018,4.6,31.244823,-92.145024,LA
2988,Louisiana,September,2018,4.9,31.244823,-92.145024,LA
